Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
381. Нефть,8.2,,N/A,656000,Unknown,93.0,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Excellent,Good
382. Приключения Робин Гуда,7.9,,N/A,55000,Unknown,97.0,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",Good,Good
383. Карманник,7.6,,N/A,26000,Unknown,0.0,"Michel passes the time by picking pockets, careful to never be caught despite being watched by the police. His friend Jacques may suspect, while both men may have their eyes on Jeanne, the pretty neighbor of Michel's ailing mother.",Good,Excellent
384. Лицо со шрамом,7.7,,N/A,31000,Unknown,90.0,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",Good,Good
385. Кошка на раскаленной крыше,7.9,,N/A,54000,Unknown,84.0,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Good,Good
386. Ненависть,8.1,,N/A,204000,Unknown,0.0,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Excellent,Good
387. Дверь на сцену,7.7,,N/A,2000,Unknown,0.0,"A chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house.",Good,Good
388. Трое негодяев в скрытой крепости,8.0,,N/A,43000,Unknown,89.0,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Excellent,Excellent
389. Похоронная процессия роз,7.7,,N/A,6000,Unknown,0.0,The trials and tribulations of Eddie and other transvestites in Japan.,Good,Good
390. Голубой ангел,7.7,,N/A,17000,Unknown,90.0,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,Good,Good
391. Ханна и её сестры,7.8,,N/A,78000,Unknown,90.0,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Good,Good
392. Селин и Жюли совсем заврались,7.2,,N/A,6000,Unknown,100.0,A mysteriously linked pair of young women find their daily lives preempted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality.,Good,Good
393. Ночь живых мертвецов,7.8,,N/A,143000,Unknown,89.0,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States.,Good,Good
394. Подглядывающий,7.6,,N/A,41000,Unknown,0.0,"A young man murders women, using a movie camera to film their dying expressions of terror.",Good,Good
395. Секреты Лос-Анджелеса,8.2,,N/A,631000,Unknown,91.0,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Excellent,Excellent
396. Место под солнцем,7.7,,N/A,25000,Unknown,76.0,A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,Good,Good
397. Уходя в отрыв,7.7,,N/A,26000,Unknown,91.0,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,Good,Good
398. Чужие,8.4,,N/A,792000,Unknown,84.0,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",Excellent,Excellent
399. Гармонии Веркмейстера,8.0,,N/A,17000,Unknown,93.0,A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.,Excellent,Good
400. Общество мёртвых поэтов,8.1,,N/A,570000,Unknown,79.0,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",Excellent,Excellent
401. Город Бога,8.6,,N/A,820000,Unknown,79.0,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",Excellent,Excellent
402. Старикам тут не место,8.2,,N/A,1000000,Unknown,92.0,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,Excellent,Excellent
403. Пиноккио,7.5,,N/A,164000,Unknown,99.0,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",Good,Good
404. А теперь не смотри,7.1,,N/A,65000,Unknown,95.0,"A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",Good,Good
405. Баллада о солдате,8.2,,N/A,12000,Unknown,0.0,"Young Russian soldier Alyosha earns a medal, but asks to visit his mother instead. His journey recounts various kinds of love during wartime.",Excellent,Excellent
406. Однажды в Америке,8.3,,N/A,386000,Unknown,75.0,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Excellent,Excellent
407. На несколько долларов больше,8.2,,N/A,282000,Unknown,74.0,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,Excellent,Excellent
408. Джонни-гитара,7.6,,N/A,20000,Unknown,83.0,"After helping a wounded gang member, a strong-willed female saloon owner is wrongly suspected of murder and bank robbery by a lynch mob.",Good,Good
409. Музыкальная комната,7.9,,N/A,9000,Unknown,0.0,"Depicts the end days of a decadent zamindar (landlord) in Bengal, and his efforts to uphold his family prestige even when faced with economic adversity.",Good,Good
410. Евангелие от Матфея,7.6,,N/A,14000,Unknown,0.0,The life of Jesus Christ according to the Gospel of Matthew. Film shows Christ as a Marxist avant-la-lettre and therefore uses half of the text of Matthew.,Good,Good
411. Будучи там,7.9,,N/A,79000,Unknown,83.0,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",Good,Good
412. Это - Spinal Tap,7.9,,N/A,150000,Unknown,92.0,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Good,Good
413. Птицы,7.6,,N/A,210000,Unknown,90.0,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Good,Good
414. Сильная жара,7.9,,N/A,30000,Unknown,0.0,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Good,Good
415. Доктор Живаго,7.9,,N/A,83000,Unknown,69.0,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Good,Good
416. Крамб,8.0,,N/A,22000,Unknown,93.0,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,Excellent,Excellent
417. Иностранный корреспондент,7.4,,N/A,24000,Unknown,89.0,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.",Good,Good
418. Единственный сын,7.7,,N/A,2000,Unknown,0.0,"A widow sends her only son away to receive a better education. Years later, she visits him, finding him a poor school teacher with a wife and son.",Good,Good
419. Одуванчик,7.9,,N/A,24000,Unknown,87.0,A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,Good,Good
420. Что случилось с Бэби Джейн?,8.0,,N/A,64000,Unknown,75.0,"A former vaudeville child star torments her paraplegic sister, who eclipsed her as a movie star, in their decaying Hollywood mansion while desperately clinging to hopes of a comeback.",Excellent,Excellent
421. Черный Орфей,7.4,,N/A,13000,Unknown,81.0,"A retelling of the Orpheus and Eurydice myth, set during the time of the Carnaval in Rio de Janeiro.",Good,Good
422. Сжигатель трупов,8.0,,N/A,11000,Unknown,0.0,"Set in Central Europe during World War II, a demented cremator believes cremation relieves earthly suffering and sets out to save the world.",Excellent,Excellent
423. Комедианты,7.8,,N/A,5000,Unknown,0.0,"Greece, 1939-1952: Fascist, Nazi, and Communist conflict, as seen through the eyes of a family of travelling provincial players.",Good,Good
424. Распутная императрица,7.5,,N/A,4000,Unknown,0.0,"A German noblewoman enters into a loveless marriage with the dim-witted, unstable heir to the Russian throne, then plots to oust him from power.",Good,Good
